purchase_id,id,Age,Sex,Income,Purchase_Date,Region,Model,Price,Engine_Power,Transmission,Fuel_Type,Num_Additional_Options,Saving_year_num
98,198138,49,M,240000.0,2023-06-01,республика татарстан,vesta,3100000.0,137,MT,Diesel,3,12.916666666666666
99,201207,44,M,632000.0,2021-10-01,республика башкортостан,riva,1650000.0,132,AT,Petrol,3,2.6107594936708862
100,201401,50,M,331000.0,2023-09-01,самарская область,2115,2300000.0,112,MT,Petrol,2,6.948640483383686
101,199511,51,M,240000.0,2023-09-01,нижегородская область,riva,2650000.0,132,MT,Petrol,1,11.041666666666666
102,197803,40,M,438000.0,2021-06-01,республика башкортостан,vesta,1450000.0,127,AT,Petrol,1,3.310502283105023
103,198917,37,M,407000.0,2022-12-01,самарская область,kalina,1200000.0,122,MT,Petrol,1,2.9484029484029484
104,198074,52,M,449000.0,2023-01-01,саратовская область,2109,1500000.0,117,MT,Petrol,0,3.34075723830735
105,201254,53,M,582000.0,2021-09-01,республика мордовия,kalina,750000.0,137,MT,Petrol,2,1.288659793814433
106,200445,57,M,490000.0,2023-03-01,республика башкортостан,2114,1650000.0,97,MT,Petrol,1,3.36734693877551
107,201927,54,M,336000.0,2022-09-01,республика башкортостан,oka,2750000.0,137,MT,Petrol,3,8.18452380952381
108,199691,44,M,240000.0,2023-12-01,самарская область,2114,2700000.0,107,MT,Petrol,0,11.25
109,199716,34,M,240000.0,2021-04-01,нижегородская область,priora,2050000.0,142,AT,Petrol,1,8.541666666666666
110,198925,32,M,259000.0,2021-05-01,саратовская область,niva legend,1650000.0,132,MT,Petrol,3,6.370656370656371
111,197711,61,M,433000.0,2022-03-01,кировская область,oka,1400000.0,127,AT,Petrol,0,3.233256351039261
112,200155,46,M,568000.0,2021-03-01,республика татарстан,2113,1650000.0,147,MT,Petrol,0,2.9049295774647885
113,201791,58,M,666000.0,2021-09-01,республика башкортостан,xray,900000.0,147,AT,Petrol,3,1.3513513513513513
114,197572,36,M,277000.0,2021-01-01,республика татарстан,samara,2600000.0,117,AT,Petrol,0,9.386281588447654
115,199232,55,M,240000.0,2021-07-01,республика марий эл,xray,2500000.0,122,MT,Petrol,0,10.416666666666666
116,202055,50,M,240000.0,2023-01-01,чувашская республика,2107,2450000.0,147,AT,Diesel,3,10.208333333333334
117,197993,49,M,384000.0,2021-12-01,нижегородская область,2112,1950000.0,127,MT,Petrol,1,5.078125
118,197928,42,M,667000.0,2023-03-01,нижегородская область,2111,2400000.0,97,MT,Diesel,3,3.598200899550225
119,199202,49,F,309000.0,2022-05-01,пермский край,2115,2350000.0,107,AT,Petrol,0,7.605177993527508
120,198025,54,M,472000.0,2021-07-01,чувашская республика,priora,1800000.0,92,AT,Petrol,0,3.8135593220338984
121,198154,53,M,293000.0,2022-02-01,пермский край,priora,1400000.0,147,MT,Petrol,0,4.778156996587031
122,198635,57,M,493000.0,2023-09-01,республика татарстан,2109,2600000.0,142,MT,Petrol,1,5.273833671399594
123,197827,61,M,367000.0,2021-05-01,ульяновская область,kalina,2650000.0,107,MT,Petrol,2,7.220708446866485
124,201836,58,M,631000.0,2022-09-01,республика башкортостан,samara,750000.0,142,AT,Petrol,3,1.1885895404120443
125,198345,58,M,388000.0,2023-08-01,нижегородская область,priora,850000.0,112,MT,Petrol,2,2.1907216494845363
126,198637,44,M,240000.0,2023-04-01,оренбургская область,vesta,2500000.0,122,MT,Petrol,1,10.416666666666666
127,197871,54,M,328000.0,2021-03-01,республика марий эл,2115,850000.0,122,AT,Diesel,2,2.591463414634146
128,201714,52,M,614000.0,2022-02-01,пермский край,2113,2850000.0,87,MT,Petrol,1,4.641693811074918
129,201785,48,M,240000.0,2022-07-01,республика башкортостан,2114,2350000.0,107,MT,Petrol,1,9.791666666666666
130,200593,50,M,240000.0,2021-09-01,пермский край,2114,2600000.0,102,AT,Petrol,1,10.833333333333334
131,198899,47,M,521000.0,2023-12-01,пензенская область,2111,1350000.0,107,MT,Petrol,1,2.5911708253358925
132,201042,61,M,796000.0,2022-07-01,республика башкортостан,oka,1700000.0,92,AT,Petrol,5,2.135678391959799
133,201233,54,M,329000.0,2022-10-01,пермский край,2109,2250000.0,92,MT,Petrol,4,6.838905775075988
134,201031,61,M,901000.0,2023-01-01,пензенская область,2115,2650000.0,102,MT,Petrol,1,2.9411764705882355
135,199971,45,M,330000.0,2023-08-01,кировская область,priora,850000.0,137,AT,Petrol,1,2.5757575757575757
136,201794,50,M,647000.0,2023-08-01,пермский край,21099,2050000.0,87,MT,Petrol,4,3.1684698608964452
137,198228,44,M,265000.0,2021-11-01,пермский край,oka,2400000.0,112,MT,Petrol,3,9.056603773584905
138,200416,57,M,240000.0,2022-10-01,пермский край,2112,2800000.0,117,MT,Petrol,4,11.666666666666666
139,199896,49,M,477000.0,2022-04-01,самарская область,2114,1100000.0,117,MT,Petrol,1,2.3060796645702304
140,197817,53,M,523000.0,2022-09-01,республика татарстан,2111,3050000.0,92,AT,Petrol,1,5.831739961759082
141,197816,48,M,240000.0,2023-10-01,нижегородская область,niva travel,1850000.0,92,AT,Petrol,0,7.708333333333333
142,201656,55,M,340000.0,2023-01-01,республика башкортостан,niva legend,1300000.0,147,MT,Petrol,2,3.823529411764706
143,199977,43,M,736000.0,2023-01-01,оренбургская область,kalina,3100000.0,142,MT,Petrol,0,4.211956521739131
144,199118,56,M,716000.0,2021-02-01,республика татарстан,riva,2300000.0,122,MT,Petrol,3,3.212290502793296
145,201109,45,M,441000.0,2021-10-01,ульяновская область,niva legend,1200000.0,92,AT,Petrol,0,2.7210884353741496
146,200808,46,M,281000.0,2021-11-01,нижегородская область,niva travel,2350000.0,122,MT,Petrol,2,8.362989323843417
147,198751,43,M,638000.0,2021-02-01,пермский край,2115,1950000.0,107,MT,Petrol,0,3.0564263322884013
148,200530,52,M,264000.0,2021-06-01,саратовская область,kalina,3000000.0,117,AT,Petrol,0,11.363636363636363
149,200591,52,M,314000.0,2022-10-01,республика татарстан,2113,2300000.0,97,MT,Diesel,0,7.32484076433121
150,197667,37,M,418000.0,2021-05-01,нижегородская область,niva travel,1700000.0,112,AT,Petrol,2,4.0669856459330145
151,198694,60,M,534000.0,2022-06-01,оренбургская область,2109,1450000.0,112,MT,Petrol,2,2.715355805243446
152,201732,42,M,240000.0,2021-12-01,ульяновская область,2113,2100000.0,102,AT,Petrol,3,8.75
153,200109,40,M,399000.0,2023-12-01,чувашская республика,granta,3200000.0,87,AT,Diesel,1,8.020050125313283
154,197488,44,M,318000.0,2023-08-01,самарская область,granta,2600000.0,132,MT,Petrol,4,8.176100628930818
155,198642,56,M,426000.0,2021-03-01,ульяновская область,2109,2650000.0,107,MT,Petrol,1,6.220657276995305
156,202306,47,M,938000.0,2021-07-01,саратовская область,2111,3150000.0,102,MT,Petrol,1,3.3582089552238807
157,201619,53,M,672000.0,2023-08-01,саратовская область,granta,3000000.0,122,MT,Petrol,2,4.464285714285714
158,200420,47,M,325000.0,2021-11-01,оренбургская область,niva travel,950000.0,107,MT,Petrol,5,2.923076923076923
159,201488,59,M,265000.0,2022-07-01,нижегородская область,largus,3150000.0,137,AT,Petrol,2,11.88679245283019
160,198414,56,M,579000.0,2023-11-01,саратовская область,niva travel,1800000.0,97,MT,Petrol,0,3.1088082901554404
161,201225,54,M,240000.0,2022-03-01,оренбургская область,niva travel,2550000.0,147,MT,Petrol,0,10.625
162,198468,54,M,578000.0,2022-11-01,пермский край,priora,700000.0,102,AT,Petrol,5,1.2110726643598615
163,199414,48,M,988000.0,2021-09-01,нижегородская область,priora,1000000.0,92,MT,Petrol,0,1.0121457489878543
164,200351,58,M,573000.0,2021-08-01,чувашская республика,kalina,3200000.0,92,AT,Petrol,2,5.5846422338568935
165,199718,47,M,240000.0,2021-03-01,самарская область,kalina,2150000.0,112,AT,Petrol,3,8.958333333333334
166,202041,58,M,268000.0,2023-01-01,саратовская область,2115,900000.0,87,MT,Petrol,2,3.3582089552238807
167,202048,45,F,784000.0,2022-06-01,республика башкортостан,2109,2600000.0,102,MT,Petrol,1,3.316326530612245
168,199408,47,F,533000.0,2022-04-01,нижегородская область,2111,1750000.0,127,MT,Diesel,1,3.283302063789869
169,198015,52,M,476000.0,2022-11-01,республика башкортостан,niva travel,1050000.0,142,AT,Petrol,0,2.2058823529411766
170,199579,59,M,240000.0,2022-05-01,республика марий эл,2115,2100000.0,102,MT,Petrol,3,8.75
171,198458,54,M,314000.0,2022-08-01,нижегородская область,niva travel,2850000.0,127,MT,Petrol,5,9.07643312101911
173,201784,53,F,319000.0,2021-09-01,пензенская область,oka,1900000.0,102,MT,Petrol,0,5.956112852664577
174,201889,48,M,471000.0,2022-04-01,самарская область,xray,1900000.0,97,AT,Petrol,3,4.033970276008493
175,202322,52,M,656000.0,2023-09-01,пермский край,vesta,1000000.0,102,AT,Petrol,2,1.524390243902439
176,199575,44,F,591000.0,2023-08-01,саратовская область,2107,2750000.0,132,MT,Petrol,3,4.653130287648054
177,200873,46,F,742000.0,2022-04-01,республика татарстан,2109,2200000.0,97,MT,Petrol,0,2.964959568733154
178,199738,54,M,338000.0,2022-01-01,ульяновская область,oka,1150000.0,97,AT,Diesel,2,3.4023668639053253
179,201615,58,M,462000.0,2023-12-01,пензенская область,niva legend,2400000.0,147,MT,Petrol,4,5.194805194805195
180,202167,52,M,593000.0,2022-06-01,самарская область,2113,2000000.0,97,MT,Petrol,2,3.372681281618887
181,201274,45,M,240000.0,2021-03-01,нижегородская область,granta,2100000.0,107,MT,Petrol,1,8.75
182,202146,50,M,540000.0,2022-01-01,чувашская республика,2107,2500000.0,117,MT,Petrol,3,4.62962962962963
183,202357,55,M,357000.0,2021-05-01,самарская область,largus,2750000.0,147,MT,Petrol,1,7.703081232492997
184,198574,51,M,240000.0,2023-08-01,удмуртская республика,xray,1500000.0,107,AT,Petrol,2,6.25
185,198362,44,M,467000.0,2023-03-01,нижегородская область,2115,2750000.0,87,MT,Petrol,1,5.8886509635974305
186,200159,50,M,383000.0,2022-09-01,республика татарстан,priora,2500000.0,92,MT,Diesel,1,6.527415143603133
187,201408,53,M,503000.0,2021-10-01,самарская область,vesta,1750000.0,97,MT,Petrol,4,3.479125248508946
188,200079,53,M,240000.0,2022-02-01,республика башкортостан,samara,2450000.0,102,MT,Petrol,2,10.208333333333334
189,199790,47,M,522000.0,2022-03-01,республика татарстан,2114,3050000.0,137,MT,Petrol,0,5.842911877394636
190,198748,56,M,351000.0,2021-08-01,чувашская республика,kalina,1400000.0,127,MT,Petrol,0,3.988603988603989
191,198762,45,M,292000.0,2021-01-01,оренбургская область,vesta,2600000.0,102,AT,Petrol,2,8.904109589041095
192,201181,55,M,461000.0,2022-04-01,республика марий эл,oka,1900000.0,142,AT,Petrol,3,4.1214750542299345
193,199669,34,M,359000.0,2022-04-01,кировская область,largus,1000000.0,147,MT,Petrol,0,2.785515320334262
194,201388,45,M,586000.0,2022-09-01,пензенская область,samara,1100000.0,122,AT,Petrol,1,1.8771331058020477
195,197678,60,M,477000.0,2021-04-01,удмуртская республика,niva travel,2050000.0,102,AT,Petrol,2,4.29769392033543
196,198374,45,F,410000.0,2023-07-01,пермский край,largus,2300000.0,107,MT,Petrol,0,5.609756097560975
197,198322,49,M,468000.0,2021-11-01,ульяновская область,vesta,750000.0,137,MT,Petrol,3,1.6025641025641026
198,198655,51,M,529000.0,2023-01-01,саратовская область,oka,2250000.0,147,AT,Petrol,3,4.253308128544424
200,201979,49,M,866000.0,2023-07-01,республика марий эл,2113,2100000.0,142,MT,Petrol,2,2.4249422632794455
201,198631,50,M,418000.0,2021-11-01,удмуртская республика,21099,1350000.0,122,MT,Petrol,1,3.229665071770335
202,198687,58,M,325000.0,2021-01-01,республика мордовия,2107,2350000.0,122,AT,Petrol,0,7.230769230769231
203,201116,46,F,240000.0,2021-07-01,республика татарстан,oka,3100000.0,122,MT,Petrol,1,12.916666666666666
204,199248,54,F,284000.0,2023-09-01,саратовская область,2112,1650000.0,92,MT,Diesel,3,5.809859154929577
205,197899,48,M,392000.0,2022-08-01,чувашская республика,niva legend,2000000.0,147,MT,Petrol,1,5.1020408163265305
206,198198,39,M,591000.0,2022-06-01,пермский край,largus,1250000.0,112,MT,Petrol,2,2.1150592216582065
207,198711,54,M,461000.0,2022-07-01,чувашская республика,2109,1100000.0,117,MT,Petrol,1,2.386117136659436
208,199844,55,M,261000.0,2022-12-01,чувашская республика,kalina,2650000.0,92,MT,Petrol,2,10.153256704980842
209,200638,50,M,280000.0,2022-01-01,республика башкортостан,oka,1450000.0,107,MT,Petrol,2,5.178571428571429
210,200860,55,M,358000.0,2023-09-01,ульяновская область,2110,1900000.0,132,AT,Petrol,2,5.307262569832402
211,201325,57,M,240000.0,2022-10-01,пермский край,granta,3000000.0,142,MT,Diesel,1,12.5
212,199429,59,M,583000.0,2023-01-01,пермский край,2111,2950000.0,102,MT,Petrol,2,5.060034305317324
213,197636,50,F,294000.0,2023-02-01,нижегородская область,niva legend,750000.0,97,MT,Petrol,1,2.5510204081632653
214,199757,49,M,584000.0,2021-11-01,республика башкортостан,samara,1000000.0,122,MT,Petrol,1,1.7123287671232876
215,198626,56,M,240000.0,2022-07-01,самарская область,granta,2450000.0,117,AT,Petrol,1,10.208333333333334
216,200787,61,M,421000.0,2022-04-01,самарская область,2114,3200000.0,132,MT,Petrol,0,7.600950118764845
217,200229,58,M,292000.0,2023-08-01,республика башкортостан,riva,2550000.0,112,MT,Petrol,5,8.732876712328768
219,198347,40,M,240000.0,2022-11-01,чувашская республика,2107,2100000.0,92,MT,Petrol,4,8.75
221,198850,36,M,700000.0,2021-08-01,самарская область,2110,1900000.0,97,AT,Petrol,2,2.7142857142857144
222,201025,55,M,441000.0,2021-04-01,республика татарстан,vesta,700000.0,127,MT,Petrol,3,1.5873015873015872
223,198975,45,M,306000.0,2023-08-01,самарская область,oka,2750000.0,107,MT,Petrol,3,8.986928104575163
224,197716,59,M,263000.0,2023-02-01,пермский край,granta,1400000.0,137,MT,Petrol,4,5.32319391634981
225,197529,54,M,240000.0,2022-05-01,республика башкортостан,2113,1100000.0,142,AT,Petrol,1,4.583333333333333
226,198062,51,M,368000.0,2023-12-01,республика башкортостан,2113,1550000.0,127,AT,Petrol,1,4.211956521739131
227,197780,41,M,597000.0,2023-09-01,удмуртская республика,priora,1600000.0,102,AT,Petrol,4,2.680067001675042
228,199754,49,M,385000.0,2021-07-01,республика башкортостан,2110,2800000.0,132,MT,Diesel,0,7.2727272727272725
229,199165,41,M,409000.0,2022-05-01,республика татарстан,2115,2400000.0,97,MT,Petrol,1,5.8679706601467
230,199060,51,M,251000.0,2022-12-01,кировская область,niva legend,2950000.0,122,MT,Petrol,4,11.752988047808765
231,200608,46,M,945000.0,2023-08-01,самарская область,riva,1900000.0,107,MT,Petrol,0,2.0105820105820107
232,202029,60,M,858000.0,2022-06-01,нижегородская область,2112,2800000.0,117,MT,Petrol,0,3.2634032634032635
233,202021,43,M,263000.0,2023-07-01,пензенская область,kalina,2700000.0,92,MT,Petrol,1,10.26615969581749
234,201341,54,M,548000.0,2023-02-01,оренбургская область,2114,2300000.0,117,MT,Petrol,5,4.197080291970803
235,202169,60,F,606000.0,2022-09-01,республика башкортостан,largus,2500000.0,127,AT,Petrol,2,4.125412541254126
236,198563,60,M,508000.0,2023-12-01,кировская область,2109,1250000.0,112,MT,Petrol,3,2.4606299212598426
237,201728,59,F,249000.0,2023-07-01,нижегородская область,2112,950000.0,147,MT,Petrol,1,3.8152610441767068
238,199615,56,M,406000.0,2023-02-01,республика мордовия,2112,1800000.0,142,MT,Petrol,0,4.433497536945813
239,201159,45,M,615000.0,2022-06-01,республика татарстан,xray,2400000.0,97,AT,Petrol,0,3.902439024390244
240,200196,54,M,241000.0,2021-01-01,республика татарстан,2110,1750000.0,102,AT,Petrol,1,7.261410788381743
241,197562,46,M,382000.0,2022-07-01,республика татарстан,2107,2650000.0,102,MT,Petrol,3,6.93717277486911
242,197501,38,M,318000.0,2023-07-01,пермский край,vesta,1850000.0,122,AT,Petrol,1,5.817610062893082
243,202113,43,M,823000.0,2022-04-01,нижегородская область,niva travel,1100000.0,117,MT,Petrol,1,1.336573511543135
244,202107,46,M,507000.0,2022-11-01,республика марий эл,vesta,1000000.0,107,MT,Diesel,2,1.9723865877712032
245,200495,49,M,487000.0,2021-01-01,республика марий эл,riva,1300000.0,107,MT,Petrol,2,2.6694045174537986
246,198401,50,M,240000.0,2021-10-01,оренбургская область,kalina,700000.0,92,AT,Petrol,1,2.9166666666666665
247,201618,49,M,396000.0,2022-02-01,республика башкортостан,niva travel,2550000.0,147,MT,Petrol,3,6.4393939393939394
248,198279,56,M,360000.0,2023-07-01,пензенская область,priora,1900000.0,107,MT,Petrol,4,5.277777777777778
249,199662,50,M,431000.0,2021-01-01,республика татарстан,granta,2550000.0,132,MT,Diesel,1,5.916473317865429
